FPDS_legal_business_name,SBIR_company,FPDS_city,FPDS_state,SBIR_city,SBIR_state,fuzz_score,search_keyword
"VECTRONA, LLC",VECTRONA LLC,VIRGINIA BEACH,VA,Virginia Beach,VA,100,VECTRONA LLC
"CORRDESA, LLC","Corrdesa, LLC",TYRONE,GA,Tyrone,GA,100,"Corrdesa, LLC"
"TITAN ROBOTICS, INC.","Titan Robotics, Inc.",PITTSBURGH,PA,Pittsburgh,PA,100,"Titan Robotics, Inc."
"PLANEENGLISH, LLC","PlaneEnglish, LLC",WEST LAFAYETTE,IN,Pittsburgh,PA,100,"PlaneEnglish, LLC"
INGALLS INFORMATION SECURITY LLC,Ingalls Information Security LLC,WOODWORTH,LA,Woodworth,LA,100,Ingalls Information Security LLC
AERO SIMULATION INC,AERO SIMULATION INC,TAMPA,FL,Tampa,FL,100,AERO SIMULATION INC
TREBLE ONE LLC,Treble One LLC,DAYTON,OH,Dayton,OH,100,Treble One LLC
"OMEGA OPTICS, INC.",OMEGA OPTICS INC,AUSTIN,TX,Austin,TX,100,OMEGA OPTICS INC
"COUGAAR SOFTWARE, INC.","Cougaar Software, Inc.",FAIRFAX,VA,Fairfax,VA,100,"Cougaar Software, Inc."
"ULTOOL, LLC",ULTOOL LLC,DULUTH,GA,Duluth,GA,100,ULTOOL LLC
ALCHEMY GEOPOLYMER SOLUTIONS LLC,"ALCHEMY GEOPOLYMER SOLUTIONS, LLC",RUSTON,LA,Ruston,LA,100,"ALCHEMY GEOPOLYMER SOLUTIONS, LLC"
"SONIVATE MEDICAL, INC.",SONIVATE MEDICAL INC,PORTLAND,OR,Beaverton,OR,100,SONIVATE MEDICAL INC
"SONIVATE MEDICAL, INC.",SONIVATE MEDICAL INC,PORTLAND,OR,Beaverton,OR,100,SONIVATE MEDICAL INC
"SONIVATE MEDICAL, INC.",SONIVATE MEDICAL INC,BEAVERTON,OR,Beaverton,OR,100,SONIVATE MEDICAL INC
"SONIVATE MEDICAL, INC.",SONIVATE MEDICAL INC,BEAVERTON,OR,Beaverton,OR,100,SONIVATE MEDICAL INC
RINI TECHNOLOGIES INC,RINI TECHNOLOGIES INC,OVIEDO,FL,Oviedo,FL,100,RINI TECHNOLOGIES INC
"DEFENSE RESEARCH ASSOCIATES, INC.","Defense Research Associates, Inc.",DAYTON,OH,Beavercreek,OH,100,"Defense Research Associates, Inc."
RADIANCE TECHNOLOGIES INC,"Radiance Technologies, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Radiance Technologies, Inc."
CUMING MICROWAVE CORP,CUMING MICROWAVE CORP.,AVON,MA,Avon,MA,100,CUMING MICROWAVE CORP.
"VARIATION REDUCTION SOLUTIONS, INC.",Variation Reduction Solutions Inc,PLYMOUTH,MI,Plymouth,MI,100,Variation Reduction Solutions Inc
"ANABAS, INC.","Anabas, Inc.",SAN FRANCISCO,CA,San Francisco,CA,100,"Anabas, Inc."
"KYMA TECHNOLOGIES, INC.","KYMA TECHNOLOGIES, INC.",RALEIGH,NC,Raleigh,NC,100,"KYMA TECHNOLOGIES, INC."
"CUSTOM MANUFACTURING & ENGINEERING, INC.","Custom Manufacturing & Engineering, Inc.",PINELLAS PARK,FL,Pinellas Park,FL,100,"Custom Manufacturing & Engineering, Inc."
SPYTEK AEROSPACE CORPORATION,SPYTEK AEROSPACE CORPORATION,BENSENVILLE,IL,Bensenville,IL,100,SPYTEK AEROSPACE CORPORATION
SENSOR CONCEPTS INCORPORATED,Sensor Concepts Incorporated,LIVERMORE,CA,Livermore,CA,100,Sensor Concepts Incorporated
"AERIUS PHOTONICS, LLC","Aerius Photonics, LLC.",VENTURA,CA,Ventura,CA,100,"Aerius Photonics, LLC."
"AEROVIRONMENT, INC.","AEROVIRONMENT, INC.",MONROVIA,CA,Monrovia,CA,100,"AEROVIRONMENT, INC."
"QORTEK, INC.",QORTEK INC,WILLIAMSPORT,PA,Linden,PA,100,QORTEK INC
"RADIANCE TECHNOLOGIES, INC.","Radiance Technologies, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Radiance Technologies, Inc."
"COMPUTER MEASUREMENT LABORATORY, LLC","Computer Measurement Laboratory, LLC",MERIDIAN,ID,Boise,ID,100,"Computer Measurement Laboratory, LLC"
"SPECTRAL ENERGIES, LLC",SPECTRAL ENERGIES LLC,DAYTON,OH,Beavercreek,OH,100,SPECTRAL ENERGIES LLC
"SPECTRAL ENERGIES, LLC",SPECTRAL ENERGIES LLC,DAYTON,OH,Beavercreek,OH,100,SPECTRAL ENERGIES LLC
"SPECTRAL ENERGIES, LLC",SPECTRAL ENERGIES LLC,BEAVERCREEK,OH,Beavercreek,OH,100,SPECTRAL ENERGIES LLC
"SPECTRAL ENERGIES, LLC",SPECTRAL ENERGIES LLC,BEAVERCREEK,OH,Beavercreek,OH,100,SPECTRAL ENERGIES LLC
"SONALYSTS, INC.",SONALYSTS INC,WATERFORD,CT,Waterford,CT,100,SONALYSTS INC
"BARRON ASSOCIATES, INC.",BARRON ASSOCIATES INC,CHARLOTTESVILLE,VA,Charlottesville,VA,100,BARRON ASSOCIATES INC
BRIGHTON TECHNOLOGIES GROUP INC,"BRIGHTON TECHNOLOGIES GROUP, INC",CINCINNATI,OH,CINCINNATI,OH,100,"BRIGHTON TECHNOLOGIES GROUP, INC"
"MATRIX RESEARCH, INC.",MATRIX RESEARCH INC,DAYTON,OH,Dayton,OH,100,MATRIX RESEARCH INC
"MATRIX RESEARCH, INC.",MATRIX RESEARCH INC,DAYTON,OH,Dayton,OH,100,MATRIX RESEARCH INC
"MATRIX RESEARCH, INC.",MATRIX RESEARCH INC,BEAVERCREEK,OH,Dayton,OH,100,MATRIX RESEARCH INC
"MATRIX RESEARCH, INC.",MATRIX RESEARCH INC,BEAVERCREEK,OH,Dayton,OH,100,MATRIX RESEARCH INC
FLOW MODELING AND SIMULATION,Flow Modeling and Simulation,RENO,NV,Reno,NV,100,Flow Modeling and Simulation
"UNITED SILICON CARBIDE, INC.","United Silicon Carbide, Inc.",MONMOUTH JUNCTION,NJ,Monmouth Junction,NJ,100,"United Silicon Carbide, Inc."
NU TREK INC,NU TREK INC,SAN DIEGO,CA,San Diego,CA,100,NU TREK INC
COLORADO ENGINEERING INC.,COLORADO ENGINEERING INC.,COLORADO SPRINGS,CO,Colorado Springs,CO,100,COLORADO ENGINEERING INC.
BLACK RIVER SYSTEMS COMPANY INC,"BLACK RIVER SYSTEMS COMPANY, INC.",UTICA,NY,Utica,NY,100,"BLACK RIVER SYSTEMS COMPANY, INC."
GOHYPERSONIC INCORPORATED,GoHypersonic Incorporated ,DAYTON,OH,Dayton,OH,100,GoHypersonic Incorporated 
TETRA RESEARCH CORPORATION,Tetra Research Corporation,PRINCETON,IL,Cornwall,VT,100,Tetra Research Corporation
"BAKER ENGINEERING, LLC","BAKER ENGINEERING, LLC",NUNICA,MI,Nunica,MI,100,"BAKER ENGINEERING, LLC"
LK INDUSTRIES INC,"L.K. Industries, Inc.",GLENWOOD,NY,Glenwood,NY,100,"L.K. Industries, Inc."
"PEREGRINE TURBINE TECHNOLOGIES, LLC","Peregrine Turbine Technologies, LLC",WISCASSET,ME,Wiscasset,ME,100,"Peregrine Turbine Technologies, LLC"
"CORNERSTONE RESEARCH GROUP, INC",CORNERSTONE RESEARCH GROUP INC,DAYTON,OH,Miamisburg,OH,100,CORNERSTONE RESEARCH GROUP INC
"APPLIED THIN FILMS, INC.","APPLIED THIN FILMS, INC.",SKOKIE,IL,Skokie,IL,100,"APPLIED THIN FILMS, INC."
ORBITAL RESEARCH INC,ORBITAL RESEARCH INC,CLEVELAND,OH,Cleveland,OH,100,ORBITAL RESEARCH INC
SYSTEMS & TECHNOLOGY RESEARCH LLC,Systems & Technology Research LLC,WOBURN,MA,Woburn,MA,100,Systems & Technology Research LLC
S2 CORPORATION,S2 CORPORATION,BOZEMAN,MT,Bozeman,MT,100,S2 CORPORATION
"SKC POWERTECH, INC.",SKC POWERTECH INC,BUDD LAKE,NJ,Budd Lake,NJ,100,SKC POWERTECH INC
SYSTEMS & MATERIALS RESEARCH CORPORATION,Systems & Materials Research Corporation,AUSTIN,TX,Austin,TX,100,Systems & Materials Research Corporation
"KITWARE, INC.",KITWARE INC,CLIFTON PARK,NY,Clifton Park,NY,100,KITWARE INC
VISION SYSTEMS INC.,VISION SYSTEMS INC,RIVERSIDE,RI,Riverside,RI,100,VISION SYSTEMS INC
"SILVERTHREAD, INC.","Silverthread, Inc.",CAMBRIDGE,MA,Boston,MA,100,"Silverthread, Inc."
"SA PHOTONICS, INC.","SA Photonics, Inc. ",LOS GATOS,CA,Los Gatos,CA,100,"SA Photonics, Inc. "
"SA PHOTONICS, INC.","SA Photonics, Inc. ",LOS GATOS,CA,Los Gatos,CA,100,"SA Photonics, Inc. "
"SA PHOTONICS, INC.","SA Photonics, Inc. ",SAN FRANCISCO,CA,Los Gatos,CA,100,"SA Photonics, Inc. "
"SA PHOTONICS, INC.","SA Photonics, Inc. ",SAN FRANCISCO,CA,Los Gatos,CA,100,"SA Photonics, Inc. "
HEDGEFOG RESEARCH INC.,Hedgefog Research Inc.,LAKE FOREST,CA,San Pedro,CA,100,Hedgefog Research Inc.
FLORIDA TURBINE TECHNOLOGIES INC.,Florida Turbine Technologies Inc.,JUPITER,FL,Jupiter,FL,100,Florida Turbine Technologies Inc.
"THIRD WAVE SYSTEMS, INC.","Third Wave Systems, Inc.",EDEN PRAIRIE,MN,Eden Prairie,MN,100,"Third Wave Systems, Inc."
"STRATEGIC ANALYSIS ENTERPRISES, INC.","Strategic Analysis Enterprises, Inc.",CHARLES CITY,VA,Charles City,VA,100,"Strategic Analysis Enterprises, Inc."
"UNITED DYNAMICS, INC.","United Dynamics, Inc.",SHAWNEE,OK,Shawnee,OK,100,"United Dynamics, Inc."
"ATTOLLO ENGINEERING, LLC","ATTOLLO ENGINEERING, LLC",CAMARILLO,CA,Camarillo,CA,100,"ATTOLLO ENGINEERING, LLC"
MATERIALS ENGINEERING AND TECHNICAL SUPPORT SERVICES CORP.,Materials Engineering And Technical Support Services Corp.,WESTERVILLE,OH,Westerville,OH,100,Materials Engineering And Technical Support Services Corp.
"THERMAVANT TECHNOLOGIES, L.L.C.",THERMAVANT TECHNOLOGIES LLC,COLUMBIA,MO,Columbia,MO,100,THERMAVANT TECHNOLOGIES LLC
"WINTEC, INC.","Wintec, Inc.",FORT WALTON BEACH,FL,Navarre,FL,100,"Wintec, Inc."
"WINTEC, INC.","Wintec, Inc.",FORT WALTON BEACH,FL,Navarre,FL,100,"Wintec, Inc."
"WINTEC, INC.","Wintec, Inc.",NAVARRE,FL,Navarre,FL,100,"Wintec, Inc."
"WINTEC, INC.","Wintec, Inc.",NAVARRE,FL,Navarre,FL,100,"Wintec, Inc."
"MUSTANG TECHNOLOGY GROUP, L.P.","Mustang Technology Group, L.P.",ALLEN,TX,Plano,TX,100,"Mustang Technology Group, L.P."
"MUSTANG TECHNOLOGY GROUP, L.P.","Mustang Technology Group, L.P.",ALLEN,TX,Plano,TX,100,"Mustang Technology Group, L.P."
"MUSTANG TECHNOLOGY GROUP, L.P.","Mustang Technology Group, L.P.",PLANO,TX,Plano,TX,100,"Mustang Technology Group, L.P."
"MUSTANG TECHNOLOGY GROUP, L.P.","Mustang Technology Group, L.P.",PLANO,TX,Plano,TX,100,"Mustang Technology Group, L.P."
"SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC.","SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC.",CYPRESS,CA,Cypress,CA,100,"SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC."
"AZURE SUMMIT TECHNOLOGY, INC.","Azure Summit Technology, Inc.",FAIRFAX,VA,Fairfax,VA,100,"Azure Summit Technology, Inc."
"ASCENDANT ENGINEERING SOLUTIONS, LLC","Ascendant Engineering Solutions, LLC",AUSTIN,TX,Austin,TX,100,"Ascendant Engineering Solutions, LLC"
FIRST RF CORPORATION,First RF Corporation,BOULDER,CO,BOULDER,CO,100,First RF Corporation
CFD RESEARCH CORPORATION,CFD RESEARCH CORPORATION,HUNTSVILLE,AL,Huntsville,AL,100,CFD RESEARCH CORPORATION
"FGC PLASMA SOLUTIONS, INC.","FGC Plasma Solutions, Inc.",MIDDLETON,MA,Cambridge,MA,100,"FGC Plasma Solutions, Inc."
"SPACE INFORMATION LABORATORIES, LLC","Space Information Laboratories, LLC",SANTA MARIA,CA,Santa Maria,CA,100,"Space Information Laboratories, LLC"
ROY OPERATING COMPANY LLC,ROY OPERATING COMPANY LLC,THIBODAUX,LA,THIBODAUX,LA,100,ROY OPERATING COMPANY LLC
FORTIPHYD LOGIC INC,Fortiphyd Logic Inc,ATLANTA,GA,Atlanta,GA,100,Fortiphyd Logic Inc
PERFECT POINT EDM CORP,PERFECT POINT EDM CORP,HUNTINGTON BEACH,CA,Huntington Beach,CA,100,PERFECT POINT EDM CORP
SKY RESEARCH INC.,"SKY RESEARCH, INC.",ASHLAND,OR,Ashland,OR,100,"SKY RESEARCH, INC."
"DRAGONFLY PICTURES, INC.","Dragonfly Pictures, Inc.",ESSINGTON,PA,Essington,PA,100,"Dragonfly Pictures, Inc."
LONGSHORTWAY INC.,LONGSHORTWAY INC.,BRIGHTON,MA,BRIGHTON,MA,100,LONGSHORTWAY INC.
"ASCEND INTEGRATED TECHNOLOGY SOLUTIONS, INC","Ascend Integrated Technology Solutions, INC",MIAMI BEACH,FL,BEL AIR,MD,100,"Ascend Integrated Technology Solutions, INC"
"INVISIBLE PACK, INC.","Invisible Pack, Inc.",VERO BEACH,FL,Vero Beach,FL,100,"Invisible Pack, Inc."
"INVISIBLE PACK, INC.","Invisible Pack, Inc.",VERO BEACH,FL,Vero Beach,FL,100,"Invisible Pack, Inc."
"INVISIBLE PACK, INC.","Invisible Pack, Inc.",MIAMI,FL,Vero Beach,FL,100,"Invisible Pack, Inc."
"INVISIBLE PACK, INC.","Invisible Pack, Inc.",MIAMI,FL,Vero Beach,FL,100,"Invisible Pack, Inc."
BIG NERD RANCH LLC,Big Nerd Ranch LLC ,ATLANTA,GA,Atlanta,GA,100,Big Nerd Ranch LLC 
CLARITY INNOVATIONS LLC,CLARITY INNOVATIONS LLC,COLUMBIA,MD,Columbia,MD,100,CLARITY INNOVATIONS LLC
JASPER SOLUTIONS INC,Jasper Solutions Inc,HUNTINGTON STATION,NY,Huntington Station,NY,100,Jasper Solutions Inc
INVOKE PUBLIC SECTOR USA LLC,Invoke Public Sector USA LLC,ATLANTA,GA,Dunwoody,GA,100,Invoke Public Sector USA LLC
SKYLIGHT INC.,SKYLIGHT INC.,SARASOTA,FL,Chapel Hill,NC,100,SKYLIGHT INC.
TREK10 INC.,Trek10 Inc.,SOUTH BEND,IN,South Bend,IN,100,Trek10 Inc.
"PHYLUM, INC.",PHYLUM INC,EVERGREEN,CO,Evergreen,CO,100,PHYLUM INC
"RESILIENT SOLUTIONS 21, LLC","Resilient Solutions 21, LLC",ALBUQUERQUE,NM,Albuquerque,NM,100,"Resilient Solutions 21, LLC"
POINTWISE INC,POINTWISE INC,FORT WORTH,TX,Fort Worth,TX,100,POINTWISE INC
"WELKIN SCIENCES, LLC",WELKIN SCIENCES LLC,COLORADO SPRINGS,CO,Colorado Springs,CO,100,WELKIN SCIENCES LLC
"STREAMLINE AUTOMATION, LLC",STREAMLINE AUTOMATION LLC,HUNTSVILLE,AL,Huntsville,AL,100,STREAMLINE AUTOMATION LLC
"VIGYAN, INC.","VIGYAN, INC.",HAMPTON,VA,Hampton,VA,100,"VIGYAN, INC."
MATERIALS RESEARCH & DESIGN INC,MATERIALS RESEARCH & DESIGN INC,WAYNE,PA,Wayne,PA,100,MATERIALS RESEARCH & DESIGN INC
"QUASONIX, LLC","Quasonix, LLC",WEST CHESTER,OH,West Chester,OH,100,"Quasonix, LLC"
"INNOVATIVE SCIENTIFIC SOLUTIONS, INC",INNOVATIVE SCIENTIFIC SOLUTIONS INC,DAYTON,OH,Dayton,OH,100,INNOVATIVE SCIENTIFIC SOLUTIONS INC
"ADVATECH PACIFIC, INC.","ADVATECH PACIFIC, INC.",REDLANDS,CA,Phoenix,AZ,100,"ADVATECH PACIFIC, INC."
"ADVANCED SOLUTIONS, INC.","ADVANCED SOLUTIONS, INC.",LITTLETON,CO,Littleton,CO,100,"ADVANCED SOLUTIONS, INC."
KNOBLEY TECHNICAL ASSOCIATES LLC,KNOBLEY TECHNICAL ASSOCIATES LLC,KEYSER,WV,Rocket Center,WV,100,KNOBLEY TECHNICAL ASSOCIATES LLC
"LICKENBROCK TECHNOLOGIES, INC.","LICKENBROCK TECHNOLOGIES, INC.",SAINT LOUIS,MO,St. Louis,MO,100,"LICKENBROCK TECHNOLOGIES, INC."
"FLIGHT WORKS, INC.","Flight Works, Inc.",IRVINE,CA,Irvine,CA,100,"Flight Works, Inc."
SIERRA NEVADA CORPORATION,Sierra Nevada Corporation,SPARKS,NV,Sparks,NV,100,Sierra Nevada Corporation
"SPACEWORKS ENTERPRISES, INC.","Spaceworks Enterprises, Inc.",ATLANTA,GA,Atlanta,GA,100,"Spaceworks Enterprises, Inc."
"GHKN ENGINEERING, LLC","GHKN ENGINEERING, LLC",KIRKLAND,WA,Kirkland,WA,100,"GHKN ENGINEERING, LLC"
SHIFT5 INC.,Shift5 Inc.,ROSSLYN,VA,Arlington,VA,100,Shift5 Inc.
AGAVE BIOSYSTEMS INC,AGAVE BIOSYSTEMS INC.,ITHACA,NY,Ithaca,NY,100,AGAVE BIOSYSTEMS INC.
TAU TECHNOLOGIES LLC,TAU TECHNOLOGIES LLC,ALBUQUERQUE,NM,Albuquerque,NM,100,TAU TECHNOLOGIES LLC
PACIFIC DEFENSE SOLUTIONS LLC,"Pacific Defense Solutions, LLC",KIHEI,HI,Kihei,HI,100,"Pacific Defense Solutions, LLC"
STELLAR SCIENCE LTD. CO.,STELLAR SCIENCE LTD CO,ALBUQUERQUE,NM,Albuquerque,NM,100,STELLAR SCIENCE LTD CO
"G. A. TYLER ASSOCIATES, INC.","G. A. Tyler Associates, Inc. ",ANAHEIM,CA,Anaheim,CA,100,"G. A. Tyler Associates, Inc. "
"ASPEN AEROGELS, INC.","ASPEN AEROGELS, INC.",NORTHBOROUGH,MA,Northborough,MA,100,"ASPEN AEROGELS, INC."
MICROLINK DEVICES INC,"Microlink Devices, Inc.",NILES,IL,Niles,IL,100,"Microlink Devices, Inc."
MULTIBEAM CORPORATION,Multibeam Corporation,SANTA CLARA,CA,Santa Clara,CA,100,Multibeam Corporation
"SPECTRAL SCIENCES, INC.",SPECTRAL SCIENCES INC,BURLINGTON,MA,Burlington,MA,100,SPECTRAL SCIENCES INC
A-TECH CORPORATION,A-TECH CORPORATION,ALBUQUERQUE,NM,Albuquerque,NM,100,A-TECH CORPORATION
"DEPLOYABLE SPACE SYSTEMS, INC.","Deployable Space Systems, Inc.",SANTA BARBARA,CA,Goleta,CA,100,"Deployable Space Systems, Inc."
"DEPLOYABLE SPACE SYSTEMS, INC.","Deployable Space Systems, Inc.",SANTA BARBARA,CA,Goleta,CA,100,"Deployable Space Systems, Inc."
"DEPLOYABLE SPACE SYSTEMS, INC.","Deployable Space Systems, Inc.",GOLETA,CA,Goleta,CA,100,"Deployable Space Systems, Inc."
"DEPLOYABLE SPACE SYSTEMS, INC.","Deployable Space Systems, Inc.",GOLETA,CA,Goleta,CA,100,"Deployable Space Systems, Inc."
"NORTHWEST RESEARCH ASSOCIATES, INC.","NORTHWEST RESEARCH ASSOCIATES, INC.",SEATTLE,WA,Bellevue,WA,100,"NORTHWEST RESEARCH ASSOCIATES, INC."
"OKEAN SOLUTIONS, INC","Okean Solutions, Inc",SEATTLE,WA,Seattle,WA,100,"Okean Solutions, Inc"
"MODERN TECHNOLOGY SOLUTIONS, INC.","MODERN TECHNOLOGY SOLUTIONS, INC.",ALEXANDRIA,VA,ALEXANDRIA,VA,100,"MODERN TECHNOLOGY SOLUTIONS, INC."
"PARABILIS SPACE TECHNOLOGIES, INC.",PARABILIS SPACE TECHNOLOGIES INC,SAN MARCOS,CA,San Marcos,CA,100,PARABILIS SPACE TECHNOLOGIES INC
MEGAWAVE CORPORATION,Megawave Corporation,BOYLSTON,MA,Devens,MA,100,Megawave Corporation
MEGAWAVE CORPORATION,Megawave Corporation,BOYLSTON,MA,Devens,MA,100,Megawave Corporation
MEGAWAVE CORPORATION,Megawave Corporation,DEVENS,MA,Devens,MA,100,Megawave Corporation
MEGAWAVE CORPORATION,Megawave Corporation,DEVENS,MA,Devens,MA,100,Megawave Corporation
"CEEBUS TECHNOLOGIES, LLC","CEEBUS TECHNOLOGIES, LLC",BOULDER,CO,Boulder,CO,100,"CEEBUS TECHNOLOGIES, LLC"
"COGNITICS, INC.",COGNITICS INC,EAGLE,ID,Eagle,ID,100,COGNITICS INC
"GATR TECHNOLOGIES, INC.","Gatr Technologies, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Gatr Technologies, Inc."
"ADVANCED SYSTEMS/SUPPORTABILITY ENGINEERING TECHNOLOGIES AND TOOLS, INC.","Advanced Systems/Supportability Engineering Technologies And Tools, Inc.",MANASSAS,VA,Manassas,VA,100,"Advanced Systems/Supportability Engineering Technologies And Tools, Inc."
IMSAR LLC,IMSAR LLC,SPRINGVILLE,UT,Springville,UT,100,IMSAR LLC
TECHNOLOGY SERVICE CORP,TECHNOLOGY SERVICE CORP.,ARLINGTON,VA,Bloomington,IN,100,TECHNOLOGY SERVICE CORP.
"BLACK CAPE, INC.","Black Cape, Inc.",ARLINGTON,VA,Arlington,VA,100,"Black Cape, Inc."
MICROWAVE MONOLITHICS INC,Microwave Monolithics Inc.,SIMI VALLEY,CA,Simi Valley,CA,100,Microwave Monolithics Inc.
"EXQUADRUM, INC.",EXQUADRUM INC,ADELANTO,CA,Victorville,CA,100,EXQUADRUM INC
"MORPHIX TECHNOLOGIES, INC.","MORPHIX TECHNOLOGIES, INC.",VIRGINIA BEACH,VA,Virginia Beach,VA,100,"MORPHIX TECHNOLOGIES, INC."
"WEIDLINGER ASSOCIATES, INC.","Weidlinger Associates, Inc.",NEW YORK,NY,New York,NY,100,"Weidlinger Associates, Inc."
PROTECTION ENGINEERING CONSULTANTS LLC,PROTECTION ENGINEERING CONSULTANTS LLC,AUSTIN,TX,Dripping Springs,TX,100,PROTECTION ENGINEERING CONSULTANTS LLC
"INTEGRATED SOLUTIONS FOR SYSTEMS, INC.",INTEGRATED SOLUTIONS FOR SYSTEMS INC,HUNTSVILLE,AL,Huntsville,AL,100,INTEGRATED SOLUTIONS FOR SYSTEMS INC
"RADIATION MONITORING DEVICES, INC.","Radiation Monitoring Devices, Inc.",WATERTOWN,MA,Watertown,MA,100,"Radiation Monitoring Devices, Inc."
"EP ANALYTICS, INC..","EP ANALYTICS, INC.",SAN DIEGO,CA,San Diego,CA,100,"EP ANALYTICS, INC."
"SAN DIEGO COMPOSITES, INC.","SAN DIEGO COMPOSITES, INC.",SAN DIEGO,CA,San Diego,CA,100,"SAN DIEGO COMPOSITES, INC."
TREX ENTERPRISES CORPORATION,TREX ENTERPRISES CORPORATION,SAN DIEGO,CA,EL CAJON,CA,100,TREX ENTERPRISES CORPORATION
"MERCURY DATA SYSTEMS, INC.","MERCURY DATA SYSTEMS, INC.",LEXINGTON,KY,Greensboro,NC,100,"MERCURY DATA SYSTEMS, INC."
QYNERGY CORPORATION,Qynergy Corporation,ALBUQUERQUE,NM,Albuquerque,NM,100,Qynergy Corporation
"PEOPLETEC, INC.","PeopleTec, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"PeopleTec, Inc."
"EXOTHERMICS, INC.","EXOTHERMICS, INC.",AMHERST,NH,Amherst,NH,100,"EXOTHERMICS, INC."
"IERUS TECHNOLOGIES, INC",IERUS TECHNOLOGIES INC,HUNTSVILLE,AL,Huntsville,AL,100,IERUS TECHNOLOGIES INC
"ECLIPSE ENERGY SYSTEMS, INC.","ECLIPSE ENERGY SYSTEMS, INC.",SAINT PETERSBURG,FL,St. Petersburg,FL,100,"ECLIPSE ENERGY SYSTEMS, INC."
"INTEGRATION INNOVATION, INC.","Integration Innovation, Inc. ",HUNTSVILLE,AL,Huntsville,AL,100,"Integration Innovation, Inc. "
"NOU SYSTEMS, INC.","Nou Systems, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Nou Systems, Inc."
SYNKERA TECHNOLOGIES INC,SYNKERA TECHNOLOGIES INC,LONGMONT,CO,LONGMONT,CO,100,SYNKERA TECHNOLOGIES INC
"CRISIS SIMULATIONS INTERNATIONAL, LLC","Crisis Simulations International, LLC",TUALATIN,OR,TUALATIN,OR,100,"Crisis Simulations International, LLC"
DESIGN INTERACTIVE INC,"Design Interactive, Inc",OVIEDO,FL,Orlando,FL,100,"Design Interactive, Inc"
"INRAD OPTICS, INC.","INRAD OPTICS, INC.",NORTHVALE,NJ,Northvale,NJ,100,"INRAD OPTICS, INC."
"CAPESYM, INC",CAPESYM INC,NATICK,MA,NATICK,MA,100,CAPESYM INC
"DESIGN INTERACTIVE, INC","Design Interactive, Inc",ORLANDO,FL,Orlando,FL,100,"Design Interactive, Inc"
"VISTA RESEARCH, INC.","Vista Research, Inc.",SUNNYVALE,CA,Sunnyvale,CA,100,"Vista Research, Inc."
ENERGY RESEARCH COMPANY,Energy Research Company,STATEN ISLAND,NY,Plainfield,NJ,100,Energy Research Company
"NETBIO, INC.","NetBio, Inc.",WALTHAM,MA,Waltham,MA,100,"NetBio, Inc."
APPLIED EM INC,Applied EM Inc.,HAMPTON,VA,Hampton,VA,100,Applied EM Inc.
"INNOVATIVE WIRELESS TECHNOLOGIES, INC.","INNOVATIVE WIRELESS TECHNOLOGIES, INC.",LYNCHBURG,VA,Lynchburg,VA,100,"INNOVATIVE WIRELESS TECHNOLOGIES, INC."
"INTELLIGENT AUTOMATION, INC.","Intelligent Automation, Inc.",ROCKVILLE,MD,Rockville,MD,100,"Intelligent Automation, Inc."
SPATIAL DATA ANALYTICS CORPORATION,SPATIAL DATA ANALYTICS CORPORATION,VIENNA,VA,Vienna,VA,100,SPATIAL DATA ANALYTICS CORPORATION
PACIFIC ENGINEERING INC.,"Pacific Engineering, Inc.",ROCA,NE,Roca,NE,100,"Pacific Engineering, Inc."
"CORVID TECHNOLOGIES, LLC","CORVID TECHNOLOGIES, LLC",MOORESVILLE,NC,Mooresville,NC,100,"CORVID TECHNOLOGIES, LLC"
IRIS TECHNOLOGY CORPORATION,Iris Technology Corporation,IRVINE,CA,Irvine,CA,100,Iris Technology Corporation
T J TECHNOLOGIES INC,"T/J Technologies, Inc.",ANN ARBOR,MI,Ann Arbor,MI,100,"T/J Technologies, Inc."
CORRDESA LLC,"Corrdesa, LLC",TYRONE,GA,Tyrone,GA,100,"Corrdesa, LLC"
"CONSULTING NETWORK INC, THE","CONSULTING NETWORK, INC., THE",MIDDLETOWN,MD,Middletown,MD,100,"CONSULTING NETWORK, INC., THE"
"RITE-SOLUTIONS, INC.","Rite-solutions, Inc.",PAWCATUCK,CT,Pawcatuck,CT,100,"Rite-solutions, Inc."
3E TECHNOLOGIES INTERNATIONAL INC,"3E TECHNOLOGIES INTERNATIONAL, INC.",ROCKVILLE,MD,Rockville,MD,100,"3E TECHNOLOGIES INTERNATIONAL, INC."
"FUSE INTEGRATION, INC.",FUSE INTEGRATION INC,SAN DIEGO,CA,San Diego,CA,100,FUSE INTEGRATION INC
CYBERNET SYSTEMS CORPORATION,Cybernet Systems Corporation,ANN ARBOR,MI,Ann Arbor,MI,100,Cybernet Systems Corporation
MATERIALS SCIENCES LLC,Materials Sciences LLC,HORSHAM,PA,Horsham,PA,100,Materials Sciences LLC
